"time","from","to","type","time_scaled"
300900,75,193,0,300900
300900,77,259,0,300900
300900,77,611,1,300900
300900,79,324,0,300900
300900,87,299,0,300900
300900,87,449,0,300900
300900,103,203,1,300900
300900,106,316,0,300900
300900,110,189,0,300900
300900,115,224,0,300900
300900,115,316,0,300900
300900,115,382,0,300900
300900,119,462,0,300900
300900,120,623,0,300900
300900,133,484,0,300900
300900,134,366,0,300900
300900,158,259,0,300900
300900,158,366,0,300900
300900,158,579,1,300900
300900,181,324,1,300900
300900,193,234,0,300900
300900,203,414,0,300900
300900,203,470,0,300900
300900,203,623,1,300900
300900,217,468,0,300900
300900,259,314,0,300900
300900,259,553,0,300900
300900,259,611,0,300900
300900,266,496,0,300900
300900,314,522,0,300900
300900,324,334,1,300900
300900,335,487,0,300900
300900,335,624,0,300900
300900,340,593,1,300900
300900,357,553,0,300900
300900,366,546,0,300900
300900,323,428,0,300900
300900,334,428,0,300900
300900,368,428,0,300900
300900,391,428,0,300900
300900,428,472,0,300900
300900,428,624,0,300900
300900,470,503,0,300900
300900,324,472,0,300900
300900,34,535,1,300900
300900,70,535,1,300900
300900,248,535,0,300900
300900,535,617,0,300900
300900,81,545,1,300900
300900,554,580,0,300900
300900,255,565,0,300900
300900,617,623,0,300900
300900,52,643,1,300900
300900,75,643,0,300900
300900,77,658,0,300900
300900,287,658,0,300900
300900,103,660,1,300900
300900,285,660,0,300900
300900,484,660,1,300900
301200,1,462,0,301200
301200,4,338,1,301200
301200,15,120,1,301200
301200,40,52,0,301200
301200,40,193,0,301200
301200,52,71,0,301200
301200,52,234,0,301200
301200,52,604,1,301200
301200,55,316,0,301200
301200,55,382,0,301200
301200,75,156,1,301200
301200,77,143,0,301200
301200,77,158,1,301200
301200,77,357,1,301200
301200,79,335,0,301200
301200,81,466,0,301200
301200,87,496,0,301200
301200,87,600,0,301200
301200,103,448,0,301200
301200,103,470,1,301200
301200,103,580,0,301200
301200,114,462,0,301200
301200,116,344,1,301200
301200,117,143,0,301200
301200,133,205,0,301200
301200,133,240,1,301200
301200,133,285,0,301200
301200,134,259,0,301200
301200,134,553,0,301200
301200,138,571,0,301200
301200,138,604,0,301200
301200,143,259,0,301200
301200,143,357,0,301200
301200,143,366,0,301200
301200,156,532,0,301200
301200,173,539,1,301200
301200,183,334,0,301200
301200,184,285,0,301200
301200,184,361,1,301200
301200,189,255,0,301200
301200,192,334,1,301200
301200,193,604,0,301200
301200,201,462,0,301200
301200,203,205,0,301200
301200,217,276,0,301200
301200,217,452,0,301200
301200,224,316,0,301200
301200,224,382,0,301200
301200,234,571,0,301200
301200,248,361,0,301200
301200,248,623,0,301200
301200,255,466,0,301200
301200,259,287,0,301200
301200,262,437,0,301200
301200,266,318,0,301200
301200,274,462,0,301200
301200,287,366,0,301200
301200,291,462,0,301200
301200,299,318,0,301200
301200,304,580,0,301200
301200,307,357,0,301200
301200,312,366,0,301200
301200,312,501,0,301200
301200,312,546,0,301200
301200,318,449,0,301200
301200,318,496,0,301200
301200,318,600,0,301200
301200,323,624,0,301200
301200,324,334,0,301200
301200,248,331,0,301200
301200,341,355,0,301200
301200,353,529,1,301200
301200,355,458,0,301200
301200,365,513,1,301200
301200,366,501,0,301200
301200,368,624,0,301200
301200,240,406,0,301200
301200,406,503,0,301200
301200,421,436,0,301200
301200,450,462,0,301200
301200,452,468,0,301200
301200,454,462,0,301200
301200,457,462,0,301200
301200,462,511,0,301200
301200,81,545,0,301200
301200,189,545,0,301200
301200,446,631,0,301200
301200,40,643,0,301200
301200,138,643,0,301200
301200,268,643,0,301200
301200,444,643,0,301200
301200,604,643,0,301200
301200,143,661,0,301200
301200,158,661,1,301200
301200,259,661,0,301200
301500,1,291,0,301500
301500,2,377,1,301500
301500,34,285,0,301500
301500,40,532,0,301500
301500,44,77,0,301500
301500,44,138,1,301500
301500,44,143,0,301500
301500,44,158,0,301500
301500,44,312,0,301500
301500,44,546,0,301500
301500,45,619,0,301500
301500,46,68,1,301500
301500,52,75,0,301500
301500,52,156,0,301500
301500,52,193,0,301500
301500,52,444,0,301500
301500,52,604,0,301500
301500,62,133,0,301500
301500,63,335,0,301500
301500,75,156,0,301500
301500,77,134,0,301500
301500,77,158,0,301500
301500,77,307,0,301500
301500,77,314,0,301500
301500,77,357,0,301500
301500,77,579,0,301500
301500,77,611,0,301500
301500,81,110,0,301500
301500,81,427,0,301500
301500,87,266,0,301500
301500,91,114,0,301500
301500,91,454,0,301500
301500,98,397,1,301500
301500,103,203,0,301500
301500,103,248,0,301500
301500,103,285,0,301500
301500,103,470,0,301500
301500,110,411,1,301500
301500,110,466,0,301500
301500,114,274,0,301500
301500,114,291,0,301500
301500,114,371,0,301500
301500,114,454,0,301500
301500,114,457,0,301500
301500,117,138,1,301500
301500,120,133,0,301500
301500,133,240,0,301500
301500,133,470,0,301500
301500,134,138,1,301500
301500,134,143,0,301500
301500,138,158,1,301500
301500,138,287,1,301500
301500,138,312,1,301500
301500,138,522,1,301500
301500,138,553,1,301500
301500,138,579,1,301500
301500,138,611,1,301500
301500,143,158,0,301500
301500,143,287,0,301500
301500,143,307,0,301500
301500,143,312,0,301500
301500,143,314,0,301500
301500,143,553,0,301500
301500,143,579,0,301500
301500,143,611,0,301500
301500,158,268,1,301500
301500,158,312,0,301500
301500,158,357,0,301500
301500,158,444,1,301500
301500,160,362,1,301500
301500,173,541,0,301500
301500,180,271,0,301500
301500,180,437,0,301500
301500,184,660,0,301500
301500,193,268,0,301500
301500,193,532,0,301500
301500,193,571,0,301500
301500,196,424,0,301500
301500,201,454,0,301500
301500,203,240,0,301500
301500,203,304,0,301500
301500,203,448,0,301500
301500,203,484,0,301500
301500,205,248,0,301500
301500,205,285,0,301500
301500,205,580,0,301500
301500,205,623,0,301500
301500,234,244,1,301500
301500,240,285,0,301500
301500,241,397,1,301500
301500,248,285,0,301500
301500,248,304,0,301500
301500,262,271,0,301500
301500,266,299,0,301500
301500,266,449,0,301500
301500,266,600,0,301500
301500,150,267,0,301500
301500,268,546,1,301500
301500,271,437,0,301500
301500,274,291,0,301500
301500,274,454,0,301500
301500,285,304,0,301500
301500,285,361,0,301500
301500,285,484,0,301500
301500,285,503,0,301500
301500,285,580,0,301500
301500,285,623,0,301500
301500,287,357,0,301500
301500,293,570,0,301500
301500,299,600,0,301500
301500,307,312,0,301500
301500,307,553,0,301500
301500,312,314,0,301500
301500,312,357,0,301500
301500,312,522,0,301500
301500,312,579,0,301500
301500,323,334,0,301500
301500,285,331,0,301500
301500,334,368,0,301500
301500,335,478,0,301500
301500,357,546,0,301500
301500,360,397,1,301500
301500,361,580,0,301500
301500,371,462,0,301500
301500,400,574,0,301500
301500,133,406,0,301500
301500,248,406,0,301500
301500,285,406,0,301500
301500,411,442,1,301500
301500,444,546,1,301500
301500,291,450,0,301500
301500,450,454,0,301500
301500,454,457,0,301500
301500,454,511,0,301500
301500,462,568,0,301500
301500,467,570,0,301500
301500,496,600,0,301500
301500,513,516,0,301500
301500,522,611,0,301500
301500,70,535,0,301500
301500,285,535,0,301500
301500,546,611,0,301500
301500,81,565,0,301500
301500,311,575,1,301500
301500,570,586,0,301500
301500,75,637,0,301500
301500,156,637,0,301500
301500,234,637,0,301500
301500,268,637,0,301500
301500,193,643,0,301500
301500,143,658,0,301500
301500,103,660,0,301500
301500,205,660,0,301500
301500,248,660,0,301500
301500,304,660,0,301500
301500,361,660,0,301500
301500,484,660,0,301500
301500,623,660,0,301500
301500,287,661,1,301500
301500,225,663,0,301500
301500,516,663,0,301500
301800,1,114,0,301800
301800,1,454,0,301800
301800,34,103,0,301800
301800,34,361,0,301800
301800,40,87,1,301800
301800,40,158,1,301800
301800,40,318,1,301800
301800,44,138,0,301800
301800,44,611,0,301800
301800,46,68,0,301800
301800,46,227,1,301800
301800,52,268,0,301800
301800,63,160,0,301800
301800,63,324,0,301800
301800,64,474,0,301800
301800,72,199,1,301800
301800,87,156,1,301800
301800,98,163,0,301800
301800,98,196,1,301800
301800,98,397,0,301800
301800,103,133,0,301800
301800,110,549,0,301800
301800,112,532,1,301800
301800,114,119,0,301800
301800,114,201,0,301800
301800,114,511,0,301800
301800,114,568,0,301800
301800,117,158,0,301800
301800,117,444,1,301800
301800,119,291,0,301800
301800,119,454,0,301800
301800,133,203,0,301800
301800,133,304,0,301800
301800,133,361,0,301800
301800,133,448,0,301800
301800,133,554,0,301800
301800,134,287,0,301800
301800,134,318,1,301800
301800,134,501,0,301800
301800,138,307,1,301800
301800,138,314,1,301800
301800,138,522,0,301800
301800,156,158,1,301800
301800,156,287,1,301800
301800,156,318,1,301800
301800,156,546,1,301800
301800,156,553,1,301800
301800,158,193,1,301800
301800,158,268,0,301800
301800,158,318,1,301800
301800,158,501,0,301800
301800,159,430,0,301800
301800,160,192,0,301800
301800,160,362,0,301800
301800,160,379,0,301800
301800,160,478,0,301800
301800,163,241,0,301800
301800,163,360,0,301800
301800,163,518,0,301800
301800,168,173,1,301800
301800,184,406,0,301800
301800,192,624,1,301800
301800,199,513,0,301800
301800,201,291,0,301800
301800,203,623,0,301800
301800,205,240,0,301800
301800,205,448,0,301800
301800,205,484,0,301800
301800,225,365,0,301800
301800,234,244,0,301800
301800,240,304,0,301800
301800,241,397,0,301800
301800,268,318,1,301800
301800,268,546,0,301800
301800,274,571,1,301800
301800,276,468,0,301800
301800,287,444,1,301800
301800,291,371,0,301800
301800,291,511,0,301800
301800,291,568,0,301800
301800,304,484,0,301800
301800,304,554,0,301800
301800,307,444,1,301800
301800,314,318,1,301800
301800,314,444,1,301800
301800,318,444,1,301800
301800,318,522,1,301800
301800,318,568,1,301800
301800,323,368,1,301800
301800,326,617,1,301800
301800,240,331,0,301800
301800,331,406,0,301800
301800,331,580,0,301800
301800,331,660,0,301800
301800,353,529,0,301800
301800,357,501,0,301800
301800,360,397,0,301800
301800,361,484,0,301800
301800,365,513,0,301800
301800,371,454,0,301800
301800,371,571,1,301800
301800,34,406,0,301800
301800,62,406,0,301800
301800,70,406,0,301800
301800,103,406,0,301800
301800,205,406,0,301800
301800,304,406,0,301800
301800,361,406,0,301800
301800,406,484,0,301800
301800,406,554,0,301800
301800,406,580,0,301800
301800,406,623,0,301800
301800,406,660,0,301800
301800,409,624,0,301800
301800,56,417,1,301800
301800,444,501,1,301800
301800,444,553,1,301800
301800,448,554,0,301800
301800,449,600,0,301800
301800,87,450,1,301800
301800,114,450,0,301800
301800,274,450,0,301800
301800,450,457,0,301800
301800,454,568,0,301800
301800,484,554,0,301800
301800,484,623,1,301800
301800,522,553,0,301800
301800,205,535,0,301800
301800,406,535,0,301800
301800,535,554,0,301800
301800,535,580,0,301800
301800,535,660,0,301800
301800,553,579,0,301800
301800,110,565,0,301800
301800,442,565,0,301800
301800,580,623,0,301800
301800,58,640,1,301800
301800,102,640,1,301800
301800,152,640,1,301800
301800,161,640,1,301800
301800,338,640,1,301800
301800,433,640,1,301800
301800,138,658,1,301800
301800,658,661,0,301800
301800,44,661,0,301800
301800,134,661,0,301800
301800,158,661,0,301800
301800,287,661,0,301800
301800,307,661,0,301800
301800,314,661,0,301800
301800,579,661,0,301800
301800,611,661,0,301800
301800,199,663,0,301800
301800,365,663,0,301800
301800,582,663,0,301800
302100,1,119,0,302100
302100,1,450,0,302100
302100,7,336,1,302100
302100,15,205,0,302100
302100,15,304,1,302100
302100,34,304,0,302100
302100,44,134,0,302100
302100,44,287,0,302100
302100,44,307,0,302100
302100,44,314,0,302100
302100,44,501,0,302100
302100,44,553,0,302100
302100,44,579,0,302100
302100,58,609,0,302100
302100,62,554,0,302100
302100,67,400,1,302100
302100,70,304,0,302100
302100,70,554,0,302100
302100,70,623,1,302100
302100,72,199,0,302100
302100,75,358,1,302100
302100,84,100,1,302100
302100,87,268,1,302100
302100,87,274,1,302100
302100,87,371,1,302100
302100,87,444,1,302100
302100,87,457,1,302100
302100,94,318,1,302100
302100,98,463,0,302100
302100,103,205,0,302100
302100,109,462,1,302100
302100,112,469,1,302100
302100,117,138,0,302100
302100,117,156,1,302100
302100,117,287,0,302100
302100,117,312,0,302100
302100,117,546,0,302100
302100,117,553,0,302100
302100,119,201,0,302100
302100,120,503,0,302100
302100,133,623,0,302100
302100,134,138,0,302100
302100,134,158,0,302100
302100,134,307,0,302100
302100,134,314,0,302100
302100,134,318,0,302100
302100,134,579,0,302100
302100,134,611,0,302100
302100,138,156,1,302100
302100,138,287,0,302100
302100,138,312,0,302100
302100,138,553,0,302100
302100,156,287,0,302100
302100,156,307,1,302100
302100,156,314,1,302100
302100,156,444,1,302100
302100,156,501,1,302100
302100,156,553,0,302100
302100,156,611,1,302100
302100,158,287,0,302100
302100,158,553,0,302100
302100,103,184,1,302100
302100,196,360,1,302100
302100,205,304,0,302100
302100,205,361,0,302100
302100,205,503,0,302100
302100,223,530,1,302100
302100,225,516,0,302100
302100,240,623,0,302100
302100,255,427,0,302100
302100,46,257,1,302100
302100,266,382,1,302100
302100,276,452,0,302100
302100,110,278,0,302100
302100,287,307,0,302100
302100,287,314,0,302100
302100,287,444,0,302100
302100,287,501,0,302100
302100,287,579,0,302100
302100,287,611,0,302100
302100,291,454,0,302100
302100,299,517,1,302100
302100,307,318,1,302100
302100,311,469,1,302100
302100,311,532,1,302100
302100,312,611,0,302100
302100,314,553,0,302100
302100,318,611,1,302100
302100,322,484,1,302100
302100,34,331,0,302100
302100,70,331,0,302100
302100,205,331,0,302100
302100,331,484,0,302100
302100,341,508,1,302100
302100,356,426,0,302100
302100,361,623,0,302100
302100,371,571,0,302100
302100,382,462,1,302100
302100,372,395,1,302100
302100,416,426,0,302100
302100,56,417,0,302100
302100,444,553,0,302100
302100,444,611,1,302100
302100,87,450,0,302100
302100,119,450,0,302100
302100,201,450,0,302100
302100,329,450,1,302100
302100,371,450,0,302100
302100,450,511,0,302100
302100,450,517,1,302100
302100,450,568,0,302100
302100,469,493,1,302100
302100,469,532,1,302100
302100,470,623,1,302100
302100,484,623,0,302100
302100,493,532,1,302100
302100,501,553,0,302100
302100,511,571,1,302100
302100,34,535,0,302100
302100,103,535,0,302100
302100,255,545,0,302100
302100,553,611,0,302100
302100,469,575,1,302100
302100,329,637,1,302100
302100,637,643,1,302100
302100,609,640,1,302100
302100,44,658,0,302100
302100,134,658,0,302100
302400,1,91,0,302400
302400,1,274,0,302400
302400,1,371,0,302400
302400,1,457,0,302400
302400,1,511,0,302400
302400,2,377,0,302400
302400,4,180,1,302400
302400,7,8,1,302400
302400,8,67,1,302400
302400,8,530,1,302400
302400,8,615,1,302400
302400,15,103,0,302400
302400,15,120,0,302400
302400,15,304,0,302400
302400,15,452,1,302400
302400,15,470,0,302400
302400,15,503,0,302400
302400,34,205,0,302400
302400,40,156,0,302400
302400,41,491,0,302400
302400,46,233,1,302400
302400,46,271,1,302400
302400,52,553,1,302400
302400,58,180,1,302400
302400,58,262,1,302400
302400,62,361,1,302400
302400,68,530,1,302400
302400,70,623,0,302400
302400,79,160,0,302400
302400,79,379,0,302400
302400,87,274,0,302400
302400,87,371,0,302400
302400,87,571,1,302400
302400,91,201,0,302400
302400,91,371,0,302400
302400,91,511,0,302400
302400,91,568,0,302400
302400,94,318,0,302400
302400,95,468,1,302400
302400,98,196,0,302400
302400,98,518,0,302400
302400,102,262,1,302400
302400,103,120,1,302400
302400,103,503,0,302400
302400,109,266,1,302400
302400,110,427,0,302400
302400,115,570,1,302400
302400,117,156,0,302400
302400,117,444,0,302400
302400,117,522,0,302400
302400,119,371,0,302400
302400,119,457,0,302400
302400,119,511,0,302400
302400,119,568,0,302400
302400,123,353,1,302400
302400,138,158,0,302400
302400,139,467,0,302400
302400,152,262,1,302400
302400,156,158,0,302400
302400,156,546,0,302400
302400,158,193,0,302400
302400,158,307,0,302400
302400,158,314,0,302400
302400,158,318,0,302400
302400,158,444,0,302400
302400,158,522,0,302400
302400,158,546,0,302400
302400,158,579,0,302400
302400,158,611,0,302400
302400,163,285,1,302400
302400,163,316,1,302400
302400,168,173,0,302400
302400,180,338,1,302400
302400,180,433,1,302400
302400,183,624,0,302400
302400,103,184,0,302400
302400,184,304,0,302400
302400,184,331,1,302400
302400,184,361,0,302400
302400,184,623,0,302400
302400,196,360,0,302400
302400,199,225,0,302400
302400,201,274,0,302400
302400,201,371,0,302400
302400,201,457,0,302400
302400,201,511,0,302400
302400,233,530,1,302400
302400,46,257,0,302400
302400,227,257,1,302400
302400,262,338,1,302400
302400,262,609,1,302400
302400,266,285,1,302400
302400,266,316,1,302400
302400,266,462,1,302400
302400,266,496,1,302400
302400,271,530,1,302400
302400,274,371,0,302400
302400,274,457,0,302400
302400,274,511,0,302400
302400,274,568,0,302400
302400,274,571,0,302400
302400,276,617,1,302400
302400,283,430,0,302400
302400,285,316,1,302400
302400,287,312,0,302400
302400,291,600,1,302400
302400,293,467,0,302400
302400,307,318,0,302400
302400,312,553,0,302400
302400,316,382,0,302400
302400,318,522,0,302400
302400,318,568,0,302400
302400,331,623,0,302400
302400,340,465,0,302400
302400,340,593,0,302400
302400,341,458,0,302400
302400,356,416,0,302400
302400,365,582,0,302400
302400,371,457,0,302400
302400,371,511,0,302400
302400,371,568,0,302400
302400,373,491,0,302400
302400,382,462,0,302400
302400,382,496,1,302400
302400,406,617,1,302400
302400,427,442,0,302400
302400,432,456,1,302400
302400,442,549,0,302400
302400,444,546,0,302400
302400,450,604,1,302400
302400,457,511,0,302400
302400,457,568,0,302400
302400,465,528,0,302400
302400,467,542,0,302400
302400,470,623,0,302400
302400,472,624,0,302400
302400,511,568,0,302400
302400,511,571,0,302400
302400,522,546,0,302400
302400,62,535,0,302400
302400,184,535,0,302400
302400,304,535,0,302400
302400,331,535,0,302400
302400,361,535,0,302400
302400,535,623,0,302400
302400,540,541,1,302400
302400,110,545,0,302400
302400,442,545,0,302400
302400,139,586,0,302400
302400,293,586,0,302400
302400,467,586,0,302400
302400,329,637,0,302400
302400,4,640,1,302400
302400,161,640,0,302400
302400,180,640,1,302400
302400,262,640,1,302400
302400,291,650,1,302400
302400,318,658,1,302400
302400,501,658,0,302400
302400,16,663,0,302400
302400,513,663,0,302400
302700,2,7,0,302700
302700,4,262,1,302700
302700,4,293,1,302700
302700,6,430,0,302700
302700,8,336,1,302700
302700,8,530,0,302700
302700,15,442,1,302700
302700,16,159,1,302700
302700,40,158,0,302700
302700,46,233,0,302700
302700,58,293,1,302700
302700,62,623,0,302700
302700,72,365,1,302700
302700,79,192,1,302700
302700,87,457,0,302700
302700,93,356,1,302700
302700,96,530,1,302700
302700,102,139,1,302700
302700,102,293,1,302700
302700,106,224,1,302700
302700,109,462,0,302700
302700,139,262,1,302700
302700,139,338,1,302700
302700,141,531,1,302700
302700,156,268,0,302700
302700,156,501,0,302700
302700,163,285,0,302700
302700,163,316,0,302700
302700,173,544,1,302700
302700,184,331,0,302700
302700,192,334,0,302700
302700,192,624,0,302700
302700,199,365,0,302700
302700,199,516,0,302700
302700,199,582,0,302700
302700,224,272,1,302700
302700,254,491,0,302700
302700,262,293,1,302700
302700,266,285,0,302700
302700,266,316,0,302700
302700,266,382,0,302700
302700,266,496,0,302700
302700,268,318,0,302700
302700,285,316,0,302700
302700,287,522,0,302700
302700,293,338,1,302700
302700,304,623,0,302700
302700,322,414,1,302700
302700,322,459,1,302700
302700,341,476,0,302700
302700,355,476,0,302700
302700,41,373,0,302700
302700,382,496,0,302700
302700,432,553,1,302700
302700,442,452,1,302700
302700,329,450,0,302700
302700,456,553,1,302700
302700,461,491,0,302700
302700,465,543,0,302700
302700,465,593,0,302700
302700,516,582,0,302700
302700,528,593,0,302700
302700,541,544,1,302700
302700,543,593,0,302700
302700,545,549,0,302700
302700,554,623,0,302700
302700,488,637,1,302700
302700,139,640,1,302700
302700,293,640,1,302700
302700,291,650,0,302700
302700,236,657,0,302700
303000,1,347,1,303000
303000,4,139,1,303000
303000,7,8,0,303000
303000,8,78,1,303000
303000,8,336,0,303000
303000,15,321,1,303000
303000,15,442,0,303000
303000,16,159,0,303000
303000,44,291,1,303000
303000,46,227,0,303000
303000,46,242,0,303000
303000,46,271,0,303000
303000,46,530,0,303000
303000,52,299,1,303000
303000,52,517,1,303000
303000,52,553,0,303000
303000,52,604,1,303000
303000,68,530,0,303000
303000,69,70,1,303000
303000,75,358,0,303000
303000,78,336,1,303000
303000,78,377,0,303000
303000,79,324,1,303000
303000,89,202,1,303000
303000,106,224,0,303000
303000,109,347,1,303000
303000,110,321,1,303000
303000,110,442,0,303000
303000,112,311,0,303000
303000,138,268,0,303000
303000,139,433,1,303000
303000,180,609,1,303000
303000,233,530,0,303000
303000,234,426,1,303000
303000,241,360,0,303000
303000,241,463,0,303000
303000,245,416,1,303000
303000,262,433,1,303000
303000,274,330,1,303000
303000,15,278,1,303000
303000,278,321,1,303000
303000,278,442,0,303000
303000,285,397,1,303000
303000,287,432,1,303000
303000,291,306,1,303000
303000,293,609,1,303000
303000,307,501,0,303000
303000,314,501,0,303000
303000,318,480,1,303000
303000,321,411,1,303000
303000,321,442,1,303000
303000,322,382,1,303000
303000,324,362,1,303000
303000,334,409,0,303000
303000,334,624,0,303000
303000,340,543,0,303000
303000,341,508,0,303000
303000,355,508,0,303000
303000,360,463,0,303000
303000,254,373,0,303000
303000,400,530,1,303000
303000,426,499,1,303000
303000,444,480,1,303000
303000,444,501,0,303000
303000,52,450,1,303000
303000,234,450,1,303000
303000,458,476,0,303000
303000,476,508,0,303000
303000,501,579,0,303000
303000,501,611,0,303000
303000,528,543,0,303000
303000,93,535,1,303000
303000,356,535,1,303000
303000,539,544,1,303000
303000,488,637,0,303000
303000,517,643,1,303000
303000,160,657,1,303000
303000,138,658,0,303000
303000,318,658,0,303000
303300,1,240,1,303300
303300,1,565,1,303300
303300,2,615,1,303300
303300,4,139,0,303300
303300,6,240,1,303300
303300,6,347,1,303300
303300,8,78,0,303300
303300,11,449,1,303300
303300,16,45,1,303300
303300,16,55,1,303300
303300,58,262,0,303300
303300,60,522,1,303300
303300,69,70,0,303300
303300,81,316,1,303300
303300,87,156,0,303300
303300,95,468,0,303300
303300,98,360,0,303300
303300,102,139,0,303300
303300,102,262,0,303300
303300,102,433,0,303300
303300,103,120,0,303300
303300,109,240,1,303300
303300,138,307,0,303300
303300,139,293,0,303300
303300,139,433,0,303300
303300,141,531,0,303300
303300,152,293,1,303300
303300,152,433,0,303300
303300,193,307,1,303300
303300,193,314,1,303300
303300,193,480,1,303300
303300,193,579,1,303300
303300,201,347,1,303300
303300,205,285,1,303300
303300,205,397,1,303300
303300,217,382,1,303300
303300,223,530,0,303300
303300,234,496,1,303300
303300,234,499,1,303300
303300,240,568,1,303300
303300,262,293,0,303300
303300,266,347,1,303300
303300,266,462,0,303300
303300,271,530,0,303300
303300,285,463,1,303300
303300,287,488,1,303300
303300,307,444,0,303300
303300,311,469,0,303300
303300,311,493,0,303300
303300,311,532,0,303300
303300,314,318,0,303300
303300,318,579,1,303300
303300,340,491,1,303300
303300,341,355,1,303300
303300,360,518,0,303300
303300,382,459,1,303300
303300,382,484,1,303300
303300,391,624,0,303300
303300,431,441,1,303300
303300,432,488,1,303300
303300,234,450,0,303300
303300,458,508,0,303300
303300,254,461,0,303300
303300,488,553,1,303300
303300,491,528,1,303300
303300,546,553,0,303300
303300,565,568,1,303300
303300,311,575,0,303300
303300,4,625,1,303300
303300,58,625,1,303300
303300,102,625,1,303300
303300,152,625,1,303300
303300,180,625,1,303300
303300,293,625,1,303300
303300,338,625,1,303300
303300,609,625,1,303300
303300,625,640,1,303300
303300,517,637,1,303300
303300,604,637,1,303300
303300,139,640,0,303300
303300,604,643,1,303300
303300,234,653,1,303300
303300,287,653,1,303300
303300,303,653,1,303300
303300,467,657,1,303300
303300,579,658,0,303300
303600,1,109,1,303600
303600,1,240,0,303600
303600,1,355,1,303600
303600,1,503,1,303600
303600,1,565,0,303600
303600,4,262,0,303600
303600,4,433,0,303600
303600,6,240,0,303600
303600,6,347,0,303600
303600,8,67,0,303600
303600,8,615,0,303600
303600,20,170,1,303600
303600,20,453,1,303600
303600,44,623,1,303600
303600,52,604,0,303600
303600,58,433,0,303600
303600,62,361,0,303600
303600,78,336,0,303600
303600,87,193,1,303600
303600,93,356,0,303600
303600,98,163,1,303600
303600,102,609,0,303600
303600,103,304,0,303600
303600,103,361,0,303600
303600,109,201,1,303600
303600,109,240,0,303600
303600,109,347,0,303600
303600,109,503,1,303600
303600,110,321,0,303600
303600,116,476,1,303600
303600,123,529,1,303600
303600,139,262,0,303600
303600,139,338,0,303600
303600,152,180,1,303600
303600,152,262,0,303600
303600,156,307,0,303600
303600,173,541,1,303600
303600,180,262,0,303600
303600,180,433,0,303600
303600,193,307,0,303600
303600,201,347,0,303600
303600,205,285,0,303600
303600,205,397,0,303600
303600,224,272,0,303600
303600,233,568,1,303600
303600,234,496,0,303600
303600,240,568,0,303600
303600,262,338,0,303600
303600,262,433,0,303600
303600,262,609,0,303600
303600,267,663,1,303600
303600,285,580,1,303600
303600,287,432,0,303600
303600,287,488,0,303600
303600,287,546,0,303600
303600,291,623,1,303600
303600,307,314,0,303600
303600,307,579,0,303600
303600,307,611,0,303600
303600,321,452,1,303600
303600,322,552,1,303600
303600,62,331,0,303600
303600,103,331,0,303600
303600,304,331,0,303600
303600,331,361,0,303600
303600,338,433,0,303600
303600,344,476,1,303600
303600,347,568,1,303600
303600,355,503,1,303600
303600,371,549,1,303600
303600,373,631,0,303600
303600,397,623,1,303600
303600,432,553,0,303600
303600,433,609,0,303600
303600,449,474,1,303600
303600,450,643,1,303600
303600,456,553,0,303600
303600,41,461,0,303600
303600,463,623,1,303600
303600,183,472,1,303600
303600,488,553,0,303600
303600,496,499,1,303600
303600,496,517,1,303600
303600,503,568,1,303600
303600,531,571,1,303600
303600,356,535,0,303600
303600,565,568,0,303600
303600,180,625,0,303600
303600,262,640,0,303600
303600,433,640,0,303600
303600,299,643,1,303600
303600,307,643,1,303600
303600,234,653,0,303600
303600,287,653,0,303600
303600,467,657,0,303600
303600,314,658,0,303600
303600,611,658,0,303600
303600,623,660,1,303600
303600,416,664,1,303600
303900,1,341,1,303900
303900,1,355,0,303900
303900,1,458,1,303900
303900,11,474,1,303900
303900,15,321,0,303900
303900,16,123,1,303900
303900,20,104,1,303900
303900,40,193,1,303900
303900,44,291,0,303900
303900,44,623,0,303900
303900,58,609,1,303900
303900,67,530,0,303900
303900,72,516,1,303900
303900,79,379,1,303900
303900,81,316,0,303900
303900,87,531,1,303900
303900,91,119,0,303900
303900,96,530,0,303900
303900,109,568,1,303900
303900,112,469,0,303900
303900,112,532,0,303900
303900,119,274,0,303900
303900,147,234,1,303900
303900,183,324,1,303900
303900,205,347,1,303900
303900,233,503,1,303900
303900,233,568,0,303900
303900,266,347,0,303900
303900,271,323,1,303900
303900,274,330,0,303900
303900,15,278,0,303900
303900,278,321,0,303900
303900,285,580,0,303900
303900,306,600,1,303900
303900,321,411,0,303900
303900,321,442,0,303900
303900,321,452,0,303900
303900,322,459,0,303900
303900,324,362,0,303900
303900,341,458,1,303900
303900,341,503,1,303900
303900,347,503,1,303900
303900,347,568,0,303900
303900,353,529,1,303900
303900,355,458,1,303900
303900,400,530,0,303900
303900,431,441,0,303900
303900,450,637,1,303900
303900,458,503,1,303900
303900,463,580,1,303900
303900,469,493,0,303900
303900,540,544,1,303900
303900,469,575,0,303900
303900,580,623,1,303900
303900,307,643,0,303900
303900,600,650,1,303900
303900,303,653,0,303900
303900,432,653,1,303900
303900,456,653,1,303900
303900,488,653,1,303900
303900,416,664,0,303900
304200,1,109,0,304200
304200,1,341,0,304200
304200,1,347,0,304200
304200,1,458,0,304200
304200,1,503,0,304200
304200,8,244,1,304200
304200,16,123,0,304200
304200,58,102,0,304200
304200,58,609,0,304200
304200,78,615,0,304200
