"time","from","to","type","time_scaled"
0,7,204,1,0
0,21,199,1,0
0,22,156,1,0
0,22,378,1,0
0,47,87,1,0
0,49,547,1,0
0,64,507,1,0
0,75,311,1,0
0,81,177,1,0
0,96,395,1,0
0,108,118,1,0
0,115,612,1,0
0,131,177,1,0
0,131,398,1,0
0,132,397,1,0
0,84,140,1,0
0,156,378,1,0
0,161,462,1,0
0,174,383,1,0
0,177,398,1,0
0,183,382,1,0
0,194,553,1,0
0,230,455,1,0
0,235,295,1,0
0,261,487,1,0
0,336,343,1,0
0,340,491,1,0
0,379,557,1,0
0,386,420,1,0
0,406,417,1,0
0,449,600,1,0
0,502,534,1,0
0,5,504,1,0
0,322,555,1,0
0,656,657,1,0
0,570,662,1,0
300,94,610,1,300
300,369,559,1,300
300,130,637,1,300
300,220,640,1,300
300,8,649,1,300
600,88,89,1,600
600,131,398,0,600
600,183,382,0,600
600,198,379,1,600
900,124,601,1,900
900,504,521,1,900
1200,81,177,0,1200
1200,131,376,1,1200
1200,146,290,1,1200
1200,379,557,0,1200
1500,131,376,0,1500
1500,132,397,0,1500
1500,177,290,1,1500
1500,290,376,1,1500
1500,575,657,1,1500
1800,75,311,0,1800
1800,146,177,1,1800
1800,290,376,0,1800
2100,124,601,0,2100
2100,131,290,1,2100
2100,131,398,1,2100
2100,146,398,1,2100
2400,406,417,0,2400
2400,575,656,1,2400
2700,214,294,1,2700
2700,369,559,0,2700
3000,94,610,0,3000
3000,146,398,0,3000
3000,152,534,1,3000
3000,181,376,1,3000
3000,290,398,1,3000
3000,130,637,0,3000
3300,575,656,0,3300
3300,575,657,0,3300
3600,131,290,0,3600
3600,177,398,0,3600
3600,290,398,0,3600
3600,602,657,1,3600
3900,146,177,0,3900
3900,177,290,0,3900
3900,181,376,0,3900
3900,214,294,0,3900
3900,298,435,1,3900
3900,449,600,0,3900
4200,131,177,0,4200
4200,602,657,0,4200
4500,97,130,1,4500
4500,124,601,1,4500
4500,124,610,1,4500
4500,198,379,0,4500
4500,198,557,1,4500
4500,220,640,0,4500
4500,97,661,1,4500
4500,130,661,1,4500
4800,379,557,1,4800
5100,97,130,0,5100
5100,124,610,0,5100
5100,131,398,0,5100
5100,130,661,0,5100
5400,97,661,0,5400
5700,201,454,1,5700
5700,504,521,0,5700
6000,22,378,0,6000
6000,201,454,0,6000
6000,214,294,1,6000
6000,381,647,1,6000
6300,98,517,1,6300
6300,116,344,1,6300
6300,131,177,1,6300
6300,198,379,1,6300
6300,406,417,1,6300
6600,98,517,0,6600
6600,156,378,0,6600
6900,146,177,1,6900
6900,177,290,1,6900
6900,146,625,1,6900
6900,290,625,1,6900
7200,152,534,0,7200
7200,235,295,0,7200
7500,201,454,1,7500
7800,131,290,1,7800
7800,201,454,0,7800
7800,298,435,0,7800
7800,146,625,0,7800
7800,177,625,1,7800
8100,130,428,1,8100
8100,133,428,1,8100
8700,146,241,1,8700
8700,133,428,0,8700
9000,124,601,0,9000
9000,177,241,1,9000
9000,241,290,1,9000
9000,294,536,1,9000
9300,64,492,1,9300
9300,132,378,1,9300
9300,322,555,0,9300
9300,575,656,1,9300
9600,115,177,1,9600
9600,115,290,1,9600
9600,131,177,0,9600
9600,131,290,0,9600
9600,146,177,0,9600
9600,146,612,1,9600
9600,177,612,1,9600
9600,290,612,1,9600
9600,130,428,0,9600
9600,115,625,1,9600
9900,152,534,1,9900
10200,115,241,1,10200
10200,132,397,1,10200
10200,146,241,0,10200
10200,161,462,0,10200
10200,177,322,1,10200
10200,241,612,1,10200
10200,290,322,1,10200
10200,322,625,1,10200
10200,612,625,1,10200
10500,322,612,1,10500
10500,241,625,1,10500
10800,129,130,1,10800
10800,146,290,0,10800
10800,290,322,0,10800
10800,322,612,0,10800
10800,602,661,1,10800
11100,78,391,1,11100
11100,146,177,1,11100
11100,177,322,0,11100
11100,322,625,0,11100
11100,602,661,0,11100
11400,22,156,0,11400
11400,64,492,0,11400
11400,124,601,1,11400
11400,146,625,1,11400
11700,230,455,0,11700
11700,428,602,1,11700
12000,115,290,0,12000
12000,129,130,0,12000
12000,146,241,1,12000
12000,146,612,0,12000
12000,161,462,1,12000
12000,177,612,0,12000
12000,612,625,0,12000
12300,115,177,0,12300
12300,115,241,0,12300
12300,146,290,1,12300
12300,170,610,1,12300
12300,191,492,1,12300
12300,241,612,0,12300
12300,290,612,0,12300
12300,115,625,0,12300
12600,115,612,0,12600
12600,146,625,0,12600
12600,177,625,0,12600
12600,290,625,0,12600
12900,277,612,1,12900
12900,378,397,1,12900
12900,241,625,0,12900
12900,130,637,1,12900
13200,170,610,0,13200
13200,130,637,0,13200
13500,131,177,1,13500
13500,131,241,1,13500
13500,131,290,1,13500
13500,378,397,0,13500
13800,8,130,1,13800
13800,132,378,0,13800
13800,146,177,0,13800
13800,146,241,0,13800
13800,146,290,0,13800
13800,214,294,0,13800
13800,230,455,1,13800
14100,21,199,0,14100
14100,131,241,0,14100
14100,193,252,1,14100
14100,198,379,0,14100
14100,198,557,0,14100
14100,131,625,1,14100
14100,177,625,1,14100
14100,290,625,1,14100
14100,130,649,1,14100
14400,96,395,0,14400
14400,152,493,1,14400
14400,493,534,1,14400
14400,241,625,1,14400
14700,8,130,0,14700
15000,130,649,0,15000
15300,129,130,1,15300
15600,124,601,0,15600
15600,131,177,0,15600
15600,290,625,0,15600
15900,96,395,1,15900
15900,131,290,0,15900
15900,201,454,1,15900
16200,241,625,0,16200
16500,131,625,0,16500
16500,177,625,0,16500
16800,170,610,1,16800
16800,177,241,0,16800
16800,177,290,0,16800
16800,241,290,0,16800
16800,406,417,0,16800
17100,96,395,0,17100
17100,428,602,0,17100
17400,47,87,0,17400
17400,198,379,1,17400
17400,198,557,1,17400
18000,170,610,0,18000
18600,13,390,1,18600
18600,124,601,1,18600
18600,294,568,1,18600
18900,47,87,1,18900
18900,96,395,1,18900
18900,536,568,1,18900
19500,170,610,1,19500
19800,13,390,0,19800
19800,152,534,0,19800
19800,277,612,0,19800
19800,294,536,0,19800
19800,294,568,0,19800
20100,170,610,0,20100
20100,589,640,1,20100
20400,589,640,0,20400
20700,108,118,0,20700
20700,406,417,1,20700
21000,5,504,0,21000
21300,277,612,1,21300
21300,310,435,1,21300
21600,198,557,0,21600
21600,379,557,0,21600
21900,198,379,0,21900
22500,322,555,1,22500
22800,108,118,1,22800
23400,170,610,1,23400
23700,170,610,0,23700
24300,96,395,0,24300
25200,13,22,1,25200
25200,152,534,1,25200
26100,277,612,0,26100
26700,108,118,0,26700
26700,174,383,0,26700
26700,183,477,1,26700
27000,35,556,1,27000
27000,230,455,0,27000
27300,35,556,0,27300
27600,170,610,1,27600
28200,277,612,1,28200
29100,124,610,1,29100
29100,293,521,1,29100
29400,47,87,0,29400
29400,170,610,0,29400
30300,124,610,0,30300
30300,656,657,0,30300
30600,49,547,0,30600
30600,78,391,0,30600
30600,575,656,0,30600
31200,47,87,1,31200
31200,406,417,0,31200
31500,47,87,0,31500
31500,230,455,1,31500
31800,124,610,1,31800
31800,194,553,0,31800
32100,124,610,0,32100
32100,170,610,1,32100
32100,575,656,1,32100
32100,589,640,1,32100
32100,656,657,1,32100
32400,589,640,0,32400
32400,285,643,1,32400
32700,390,503,1,32700
32700,536,568,0,32700
32700,575,656,0,32700
32700,656,657,0,32700
33000,21,199,1,33000
33000,373,631,1,33000
33000,575,657,1,33000
33300,21,199,0,33300
33300,47,87,1,33300
33300,170,610,0,33300
33600,47,87,0,33600
33600,51,363,1,33600
33600,51,625,1,33600
33900,78,391,1,33900
34200,536,568,1,34200
34200,575,657,0,34200
34500,536,568,0,34500
34800,84,140,0,34800
34800,437,551,1,34800
35100,201,454,0,35100
35100,406,417,1,35100
35100,285,643,0,35100
35400,21,199,1,35400
35700,182,196,1,35700
36000,229,473,1,36000
36000,589,640,1,36000
36300,78,391,0,36300
36300,88,89,0,36300
36300,174,383,1,36300
36300,256,299,1,36300
36300,277,612,0,36300
36300,536,568,1,36300
36600,64,507,0,36600
36600,70,84,1,36600
36600,84,412,1,36600
36600,589,640,0,36600
37200,191,492,0,37200
37500,70,84,0,37500
37500,536,568,0,37500
37500,570,662,0,37500
37800,47,87,1,37800
37800,69,70,1,37800
37800,51,625,0,37800
38100,88,89,1,38100
38100,124,601,0,38100
38100,183,477,0,38100
38400,135,509,1,38400
38700,170,610,1,38700
38700,219,220,1,38700
38700,295,591,1,38700
39000,161,462,0,39000
39000,182,196,0,39000
39300,88,89,0,39300
39300,256,517,1,39300
39300,299,517,1,39300
39300,381,647,0,39300
39600,84,412,0,39600
39900,124,601,1,39900
39900,336,343,0,39900
40200,21,199,0,40200
40200,89,391,1,40200
40200,124,601,0,40200
40200,174,383,0,40200
40200,89,341,1,40200
40200,341,391,1,40200
40200,322,555,0,40200
40200,446,631,1,40200
40500,69,70,0,40500
40800,47,87,0,40800
40800,555,593,1,40800
40800,52,640,1,40800
41400,555,593,0,41400
41700,129,130,0,41700
41700,322,555,1,41700
41700,52,640,0,41700
42000,5,293,1,42000
42000,170,610,0,42000
42000,230,455,0,42000
42000,246,265,1,42000
42300,47,87,1,42300
42300,89,391,0,42300
42300,183,382,1,42300
42300,219,506,1,42300
42300,220,506,1,42300
42300,89,341,0,42300
42600,88,89,1,42600
42600,94,610,1,42600
42600,21,129,1,42600
42600,152,493,0,42600
42600,152,534,0,42600
42600,193,252,0,42600
42600,219,506,0,42600
42600,220,506,0,42600
42600,295,591,0,42600
42600,373,631,0,42600
42600,493,534,0,42600
42900,5,293,0,42900
42900,21,129,0,42900
42900,183,382,0,42900
42900,446,631,0,42900
43200,124,610,1,43200
43200,341,391,0,43200
43200,51,625,1,43200
43800,26,455,1,43800
43800,229,370,1,43800
43800,8,649,0,43800
44100,293,521,0,44100
44100,51,625,0,44100
44400,112,493,1,44400
44400,51,363,0,44400
44400,112,575,1,44400
44400,493,575,1,44400
44400,446,631,1,44400
44700,13,22,0,44700
44700,94,610,0,44700
45000,229,370,0,45000
45000,229,473,0,45000
45000,326,590,1,45000
45300,26,230,1,45300
45300,26,455,0,45300
45300,326,590,0,45300
45300,386,420,0,45300
45600,78,391,1,45600
45900,78,391,0,45900
45900,502,534,0,45900
46200,51,625,1,46200
46500,183,382,1,46500
46500,263,334,1,46500
46500,51,363,1,46500
46500,51,625,0,46500
46500,47,647,1,46500
46800,130,199,1,46800
46800,310,435,0,46800
46800,373,631,1,46800
46800,130,649,1,46800
47100,124,610,0,47100
47100,130,199,0,47100
47100,130,649,0,47100
47400,161,462,1,47400
47700,26,230,0,47700
47700,161,462,0,47700
47700,177,241,1,47700
47700,229,370,1,47700
47700,229,473,1,47700
48000,4,88,1,48000
48000,4,89,1,48000
48000,246,265,0,48000
48000,258,590,1,48000
48000,263,334,0,48000
48000,437,551,0,48000
48000,539,544,1,48000
48000,589,640,1,48000
48000,8,649,1,48000
48300,258,590,0,48300
48300,539,544,0,48300
48300,322,555,0,48300
48600,36,107,1,48600
48600,107,374,1,48600
48600,131,241,1,48600
48600,177,534,1,48600
48900,107,488,1,48900
48900,131,177,1,48900
48900,131,534,1,48900
48900,241,534,1,48900
48900,47,647,0,48900
49200,161,462,1,49200
49500,193,252,1,49500
49500,589,640,0,49500
49800,116,344,0,49800
49800,261,487,0,49800
49800,55,504,1,49800
50100,107,488,0,50100
50100,161,462,0,50100
50100,193,252,0,50100
50400,13,22,1,50400
50400,259,655,1,50400
50700,22,420,1,50700
50700,536,568,1,50700
51000,13,386,1,51000
51000,60,291,1,51000
51000,75,551,1,51000
51000,131,534,0,51000
51000,177,534,0,51000
51000,183,382,0,51000
51000,230,455,1,51000
51000,241,534,0,51000
51000,246,265,1,51000
51000,55,504,0,51000
51000,322,555,1,51000
51300,5,198,1,51300
51300,22,386,1,51300
51300,135,509,0,51300
51300,502,534,1,51300
51300,446,631,0,51300
51600,5,198,0,51600
51600,13,386,0,51600
51600,22,386,0,51600
51600,78,391,1,51600
51600,277,570,1,51600
51900,13,22,0,51900
51900,22,420,0,51900
51900,36,107,0,51900
52200,21,199,1,52200
52200,116,344,1,52200
52200,322,555,0,52200
52500,21,199,0,52500
52500,33,254,1,52500
52500,75,551,0,52500
52500,107,250,1,52500
52500,161,462,1,52500
52500,242,282,1,52500
52500,261,487,1,52500
52800,33,254,0,52800
52800,64,507,1,52800
52800,336,343,1,52800
53100,100,551,1,53100
53100,161,462,0,53100
53100,230,455,0,53100
53100,277,570,0,53100
53400,64,507,0,53400
53400,536,568,0,53400
53700,78,391,0,53700
53700,107,303,1,53700
53700,107,395,1,53700
54000,100,551,0,54000
54000,246,265,0,54000
54000,55,504,1,54000
54300,22,386,1,54300
54300,75,551,1,54300
54300,101,211,1,54300
54300,107,303,0,54300
54300,55,504,0,54300
54300,183,643,1,54300
54600,21,199,1,54600
54600,22,420,1,54600
54600,336,343,0,54600
54600,502,534,0,54600
54900,4,89,0,54900
54900,88,89,0,54900
54900,100,311,1,54900
54900,193,252,1,54900
55200,242,282,0,55200
55500,230,455,1,55500
55500,277,612,1,55500
55500,106,631,1,55500
55500,446,631,1,55500
55800,22,33,1,55800
55800,33,386,1,55800
55800,33,420,1,55800
56100,100,311,0,56100
56100,131,177,0,56100
56100,131,241,0,56100
56100,340,491,0,56100
56100,8,649,0,56100
56400,100,551,1,56400
56400,177,241,0,56400
56400,219,220,0,56400
56400,502,534,1,56400
56400,656,657,1,56400
56700,107,250,0,56700
56700,107,374,0,56700
56700,107,395,0,56700
56700,161,462,1,56700
56700,324,476,1,56700
56700,386,420,1,56700
57000,13,386,1,57000
57300,230,455,0,57300
57300,483,504,1,57300
57300,446,631,0,57300
57300,259,655,0,57300
57600,13,386,0,57600
57600,60,291,0,57600
57600,124,601,1,57600
57600,229,370,0,57600
57600,341,391,1,57600
57600,570,612,1,57600
57900,22,386,0,57900
58200,219,220,1,58200
58200,277,612,0,58200
58200,340,491,1,58200
58200,341,391,0,58200
58500,64,507,1,58500
58500,100,551,0,58500
58500,124,601,0,58500
58800,22,33,0,58800
58800,33,386,0,58800
58800,33,420,0,58800
58800,100,311,1,58800
58800,242,282,1,58800
58800,259,655,1,58800
59100,373,631,0,59100
59100,483,504,0,59100
59100,539,544,1,59100
59100,106,631,0,59100
59400,13,22,1,59400
59400,229,473,0,59400
59400,230,455,1,59400
59700,22,420,0,59700
59700,116,344,0,59700
59700,293,422,1,59700
60000,64,492,1,60000
60000,193,252,0,60000
60000,293,422,0,60000
60000,429,631,1,60000
60000,9,631,1,60000
60000,270,631,1,60000
60300,1,116,1,60300
60300,22,33,1,60300
60300,230,455,0,60300
60300,242,282,0,60300
60300,570,612,0,60300
60300,9,631,0,60300
60300,270,631,0,60300
60600,4,88,0,60600
60600,60,291,1,60600
60600,64,492,0,60600
60600,429,631,0,60600
60900,64,507,0,60900
60900,217,612,1,60900
60900,261,487,0,60900
60900,259,655,0,60900
61200,75,551,0,61200
61200,447,454,1,61200
61500,193,252,1,61500
61800,100,311,0,61800
61800,112,493,0,61800
61800,152,534,1,61800
61800,172,275,1,61800
61800,172,437,1,61800
61800,193,252,0,61800
61800,275,437,1,61800
61800,112,575,0,61800
62100,1,258,1,62100
62100,78,391,1,62100
62100,116,258,1,62100
62400,116,258,0,62400
62400,202,204,1,62400
62700,1,258,0,62700
62700,75,551,1,62700
62700,101,211,0,62700
62700,152,534,0,62700
62700,202,204,0,62700
63000,64,507,1,63000
63000,94,124,1,63000
63000,217,612,0,63000
63000,294,647,1,63000
63300,6,19,1,63300
63300,13,22,0,63300
63300,78,391,0,63300
63300,172,437,0,63300
63300,275,437,0,63300
63600,22,33,0,63600
63600,64,507,0,63600
63600,69,258,1,63600
63600,536,568,1,63600
63600,183,643,0,63600
63900,1,69,1,63900
63900,75,551,0,63900
63900,536,568,0,63900
64200,1,69,0,64200
64200,69,258,0,64200
64200,172,275,0,64200
64200,193,228,1,64200
64200,294,365,1,64200
64200,365,647,1,64200
64200,259,655,1,64200
64500,75,100,1,64500
64800,21,199,0,64800
64800,22,386,1,64800
64800,78,391,1,64800
65100,13,22,1,65100
65100,22,386,0,65100
65100,148,383,1,65100
65100,193,444,1,65100
65100,228,444,1,65100
65100,502,534,0,65100
65100,204,555,1,65100
65400,13,22,0,65400
65400,94,124,0,65400
65400,114,559,1,65400
65400,242,282,1,65400
65400,447,454,0,65400
65400,7,555,1,65400
65700,1,116,0,65700
65700,22,33,1,65700
65700,114,559,0,65700
65700,294,516,1,65700
65700,365,516,1,65700
65700,7,555,0,65700
65700,204,555,0,65700
66000,6,19,0,66000
66000,386,420,0,66000
66300,60,291,0,66300
66300,64,507,1,66300
66600,21,199,1,66600
66600,372,395,1,66600
66900,75,551,1,66900
66900,94,124,1,66900
66900,100,551,1,66900
66900,242,282,0,66900
67200,161,462,0,67200
67200,294,647,0,67200
67500,47,87,0,67500
67500,129,346,1,67500
67500,256,299,0,67500
67500,199,649,1,67500
67800,94,124,0,67800
68100,78,391,0,68100
68100,129,346,0,68100
68100,230,317,1,68100
68100,493,575,0,68100
68400,13,22,1,68400
68400,228,641,1,68400
68400,299,517,0,68400
68400,193,641,1,68400
68400,444,641,1,68400
68700,116,344,1,68700
68700,157,539,1,68700
68700,183,477,1,68700
68700,230,317,0,68700
68700,444,641,0,68700
68700,294,647,1,68700
69000,116,344,0,69000
69000,157,544,1,69000
69300,4,88,1,69300
69300,75,551,0,69300
69300,100,551,0,69300
69300,183,382,1,69300
69300,324,476,0,69300
69300,391,424,1,69300
69300,447,454,1,69300
69300,493,534,1,69300
69300,219,640,1,69300
69300,199,649,0,69300
69600,39,202,1,69600
69600,219,220,0,69600
69600,415,649,1,69600
69600,259,655,0,69600
69900,39,202,0,69900
69900,183,382,0,69900
69900,8,649,1,69900
69900,415,649,0,69900
70200,157,544,0,70200
70500,13,22,0,70500
70500,17,296,1,70500
70500,116,344,1,70500
70500,336,343,1,70500
70800,157,539,0,70800
71100,75,311,1,71100
71100,100,311,1,71100
71100,372,395,0,71100
71100,429,451,1,71100
71100,493,534,0,71100
71400,8,649,0,71400
71700,22,386,1,71700
71700,60,291,1,71700
71700,336,343,0,71700
71700,539,544,0,71700
71700,259,655,1,71700
72000,64,507,0,72000
72000,100,311,0,72000
72000,127,303,1,72000
72000,148,383,0,72000
72000,157,544,1,72000
72000,214,294,1,72000
72000,214,365,1,72000
72000,502,534,1,72000
72300,22,386,0,72300
72300,157,544,0,72300
72300,391,424,0,72300
72600,69,70,1,72600
72600,75,100,0,72600
72600,75,311,0,72600
72600,390,503,0,72600
72600,483,504,1,72600
72900,152,534,1,72900
72900,570,612,1,72900
73200,33,386,1,73200
73200,183,382,1,73200
73200,183,477,0,73200
73200,421,482,1,73200
73200,8,649,1,73200
73800,116,344,0,73800
73800,183,382,0,73800
74100,13,33,1,74100
74100,22,386,1,74100
74100,75,551,1,74100
74100,483,504,0,74100
74100,492,507,1,74100
74400,7,81,1,74400
74400,13,33,0,74400
74400,161,462,1,74400
74400,336,343,1,74400
74400,421,482,0,74400
74400,447,454,0,74400
74700,152,534,0,74700
74700,492,507,0,74700
74700,502,534,0,74700
74700,444,641,1,74700
75000,42,479,1,75000
75000,64,507,1,75000
75000,8,649,0,75000
75300,33,205,1,75300
75300,75,551,0,75300
75300,94,124,1,75300
75300,161,462,0,75300
75300,183,477,1,75300
75300,258,590,1,75300
75300,398,412,1,75300
75300,575,656,1,75300
75600,33,205,0,75600
75600,398,412,0,75600
75600,575,657,1,75600
75900,447,454,1,75900
75900,444,641,0,75900
76500,22,33,0,76500
76500,22,386,0,76500
76500,81,204,1,76500
76500,447,454,0,76500
76500,55,504,1,76500
76800,277,612,1,76800
76800,202,555,1,76800
76800,456,575,1,76800
76800,575,656,0,76800
77100,13,22,1,77100
77100,81,204,0,77100
77100,277,612,0,77100
77100,510,525,1,77100
77400,7,81,0,77400
77400,78,391,1,77400
77400,202,322,1,77400
77400,277,570,1,77400
77400,322,555,1,77400
77400,415,649,1,77400
77700,172,275,1,77700
77700,51,363,0,77700
77700,55,504,0,77700
77700,575,657,0,77700
78000,429,451,0,78000
78000,415,649,0,78000
78300,75,122,1,78300
78300,116,344,1,78300
78300,129,346,1,78300
78300,575,656,1,78300
78300,8,649,1,78300
78600,88,89,1,78600
78600,277,612,1,78600
78600,570,612,0,78600
78600,444,641,1,78600
78900,19,398,1,78900
78900,436,533,1,78900
78900,447,454,1,78900
78900,8,649,0,78900
79200,4,89,1,79200
79200,19,412,1,79200
79200,81,204,1,79200
79200,277,570,0,79200
79200,336,343,0,79200
79200,450,556,1,79200
79500,19,398,0,79500
79500,402,502,1,79500
79500,415,649,1,79500
79800,13,22,0,79800
79800,19,412,0,79800
79800,26,314,1,79800
79800,152,402,1,79800
79800,256,299,1,79800
79800,299,517,1,79800
79800,429,451,1,79800
80100,7,81,1,80100
80100,33,420,1,80100
80100,386,420,1,80100
80100,447,454,0,80100
80400,22,33,1,80400
80400,22,420,1,80400
80400,81,513,1,80400
80400,148,383,1,80400
80400,436,533,0,80400
80400,220,640,1,80400
80700,7,81,0,80700
80700,7,513,1,80700
80700,33,386,0,80700
80700,75,122,0,80700
80700,219,220,1,80700
80700,456,575,0,80700
80700,415,649,0,80700
81000,22,420,0,81000
81000,100,551,1,81000
81000,116,344,0,81000
81000,219,640,0,81000
81000,220,640,0,81000
81000,193,641,0,81000
81300,22,33,0,81300
81300,204,513,1,81300
81600,7,513,0,81600
81600,13,22,1,81600
81600,26,314,0,81600
81600,42,479,0,81600
81600,214,294,0,81600
81600,386,420,0,81600
81900,214,365,0,81900
81900,246,265,1,81900
82200,139,180,1,82200
82200,172,275,0,82200
82200,183,382,1,82200
82200,258,590,0,82200
82200,8,649,1,82200
82200,415,649,1,82200
82500,139,180,0,82500
82500,193,641,1,82500
82800,35,556,1,82800
82800,183,477,0,82800
82800,246,265,0,82800
82800,202,555,0,82800
83100,183,382,0,83100
83100,324,487,1,83100
83100,456,575,1,83100
83400,7,81,1,83400
83400,35,556,0,83400
83400,116,344,1,83400
83700,7,513,1,83700
83700,26,314,1,83700
83700,256,517,0,83700
83700,299,517,0,83700
84000,13,22,0,84000
84000,26,314,0,84000
84000,152,402,0,84000
84300,256,299,0,84300
84300,436,533,1,84300
84300,450,556,0,84300
84300,202,555,1,84300
84300,575,657,1,84300
84600,363,625,1,84600
84900,22,33,1,84900
84900,33,420,0,84900
84900,365,647,0,84900
85200,139,180,1,85200
85200,228,444,0,85200
85500,129,346,0,85500
85500,294,365,0,85500
85500,294,516,0,85500
85500,365,516,0,85500
85500,402,502,0,85500
85500,467,654,1,85500
85800,13,22,1,85800
86100,152,402,1,86100
86100,183,477,1,86100
86100,202,555,0,86100
86100,464,625,1,86100
86100,467,654,0,86100
86400,152,493,1,86400
86400,363,625,0,86400
86400,575,657,0,86400
86400,444,641,0,86400
86400,415,649,0,86400
86700,193,444,0,86700
86700,193,228,0,86700
86700,228,641,0,86700
87000,193,641,0,87000
87000,294,647,0,87000
87300,52,467,1,87300
87300,402,502,1,87300
87300,436,533,0,87300
87600,450,556,1,87600
87600,202,555,1,87600
87600,570,612,1,87600
87600,456,575,0,87600
87900,429,451,0,87900
87900,464,625,0,87900
88200,7,513,0,88200
88200,13,22,0,88200
88200,94,124,0,88200
88200,139,180,0,88200
88200,570,612,0,88200
88800,317,455,1,88800
88800,436,533,1,88800
89100,152,493,0,89100
89100,193,252,1,89100
89400,7,81,0,89400
89400,246,265,1,89400
89700,7,513,1,89700
89700,129,346,1,89700
90300,183,477,0,90300
90600,436,533,0,90600
90600,575,656,0,90600
90900,440,464,1,90900
90900,259,655,0,90900
91200,47,87,1,91200
91200,246,265,0,91200
91500,363,450,1,91500
91800,7,81,1,91800
92100,575,656,1,92100
92400,152,402,0,92400
92400,161,462,1,92400
92400,363,450,0,92400
92400,259,655,1,92400
93300,575,656,0,93300
94500,7,81,0,94500
94500,81,204,0,94500
94500,152,402,1,94500
94500,183,477,1,94500
95400,129,346,0,95400
95400,575,656,1,95400
96000,246,265,1,96000
96000,202,555,0,96000
96300,230,455,1,96300
96300,464,521,1,96300
97200,129,346,1,97200
97200,152,493,1,97200
97200,402,493,1,97200
97800,81,204,1,97800
97800,183,477,0,97800
98100,13,22,1,98100
98100,246,265,0,98100
98100,402,493,0,98100
98100,464,521,0,98100
98400,575,656,0,98400
98700,13,22,0,98700
99000,81,204,0,99000
100200,277,612,0,100200
100200,570,612,1,100200
100200,575,656,1,100200
100500,246,265,1,100500
100800,204,513,0,100800
101100,81,204,1,101100
101100,161,462,0,101100
101100,202,555,1,101100
101400,402,493,1,101400
101700,277,612,1,101700
101700,202,555,0,101700
102000,7,81,1,102000
102000,183,477,1,102000
102300,363,625,1,102300
102600,183,477,0,102600
102600,204,513,1,102600
102900,277,612,0,102900
102900,570,612,0,102900
103200,202,555,1,103200
103500,246,265,0,103500
104400,277,612,1,104400
104400,386,420,1,104400
105000,161,462,1,105000
105000,246,265,1,105000
105000,202,555,0,105000
105600,372,395,1,105600
105900,183,477,1,105900
106500,277,612,0,106500
107100,202,555,1,107100
108000,129,346,0,108000
108000,183,477,0,108000
108300,17,296,0,108300
108300,246,265,0,108300
108300,55,504,1,108300
108600,7,81,0,108600
108600,60,291,0,108600
108600,402,493,0,108600
109200,193,252,0,109200
109200,277,612,1,109200
109200,536,568,1,109200
109500,148,383,0,109500
109800,26,314,1,109800
109800,277,612,0,109800
110100,60,291,1,110100
110100,246,265,1,110100
110400,317,455,0,110400
110700,129,346,1,110700
110700,402,502,0,110700
111000,26,314,0,111000
111000,129,346,0,111000
111000,148,383,1,111000
111000,152,402,0,111000
111300,148,383,0,111300
111300,277,612,1,111300
111300,536,568,0,111300
111600,17,296,1,111600
111600,100,551,0,111600
111600,132,397,0,111600
111900,293,390,1,111900
112200,277,612,0,112200
112200,293,390,0,112200
112200,340,491,0,112200
112200,575,657,1,112200
112500,5,390,1,112500
112500,7,81,1,112500
112500,129,282,1,112500
112800,78,391,0,112800
112800,199,415,1,112800
112800,35,450,1,112800
113100,199,415,0,113100
113100,329,434,1,113100
113100,402,502,1,113100
113100,35,450,0,113100
113100,55,504,0,113100
113400,35,556,1,113400
113400,174,383,1,113400
113400,329,434,0,113400
113400,372,395,0,113400
113400,402,502,0,113400
113400,259,655,0,113400
113700,5,390,0,113700
113700,153,251,1,113700
113700,207,501,1,113700
113700,277,612,1,113700
113700,450,556,0,113700
114000,4,88,0,114000
114000,13,22,1,114000
114000,81,204,0,114000
114000,88,89,0,114000
114000,117,522,1,114000
114000,207,501,0,114000
114000,329,576,1,114000
114000,450,625,1,114000
114000,202,555,0,114000
114000,322,555,0,114000
114300,47,87,0,114300
114300,49,251,1,114300
114300,49,547,1,114300
114300,78,391,1,114300
114300,150,207,1,114300
114300,153,251,0,114300
114300,188,329,1,114300
114300,188,576,1,114300
114300,251,252,1,114300
114300,49,565,1,114300
114300,251,565,1,114300
114300,547,565,1,114300
114300,575,656,0,114300
114600,49,55,1,114600
114600,49,150,1,114600
114600,49,251,0,114600
114600,49,298,1,114600
114600,49,547,0,114600
114600,55,150,1,114600
114600,55,207,1,114600
114600,55,251,1,114600
114600,60,291,0,114600
114600,77,188,1,114600
114600,77,282,1,114600
114600,77,307,1,114600
114600,77,329,1,114600
114600,77,576,1,114600
114600,77,129,1,114600
114600,129,329,1,114600
114600,150,251,1,114600
114600,150,252,1,114600
114600,150,298,1,114600
114600,150,402,1,114600
114600,150,547,1,114600
114600,150,571,1,114600
114600,207,252,1,114600
114600,251,298,1,114600
114600,252,298,1,114600
114600,252,407,1,114600
114600,252,498,1,114600
114600,252,571,1,114600
114600,282,329,1,114600
114600,282,576,1,114600
114600,298,407,1,114600
114600,307,329,1,114600
114600,307,576,1,114600
114600,317,329,1,114600
114600,406,417,0,114600
114600,49,565,0,114600
114600,55,565,1,114600
